"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"242222"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	0	1	-1
"242506"	"EUROPART  Trading GMBH"	"12.999.01.001"	1	1	0
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.001"	0	0	0
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.003"	0	0	0
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.008"	0	0	0
"242520"	"HEINRICH WEDEKIND &"	"12.999.01.001"	1	3	-2
"242520"	"HEINRICH WEDEKIND &"	"12.999.01.003"	1	1	0
"250212"	"BIRNER GMBH"	"12.999.01.001"	1	1	0
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.001"	0	1	-1
"250409"	"DIER & JAKOB"	"12.999.01.001"	0	0	0
"250611"	"FGS GMBH"	"12.999.01.001"	1	1	0
"250807"	"HONOLD GMBH & CO.KG"	"12.999.01.001"	1	0	1
"250807"	"HONOLD GMBH & CO.KG"	"12.999.01.188"	2	0	2
"250822"	"HIRTH FAHRZEUGBAU GMBH"	"12.999.01.001"	1	0	1
"251113"	"KAROSSERIEFABRIK BIBERACH GMBH"	"12.999.01.001"	0	3	-3
"251113"	"KAROSSERIEFABRIK BIBERACH GMBH"	"12.999.01.188"	0	1	-1
"251114"	"KOEPF FAHRZEUGBAU GMBH"	"12.999.01.188"	0	0	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.001"	3	3	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.003"	2	2	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.188"	1	1	0
"251132"	"KAMAG"	"12.999.01.001"	1	1	0
"251132"	"KAMAG"	"12.999.01.003"	0	0	0
"251203"	"LIEBHERR-WERK"	"12.999.01.001"	1	1	0
"251203"	"LIEBHERR-WERK"	"12.999.01.003"	8	8	0
"251203"	"LIEBHERR-WERK"	"12.999.01.008"	1	0	1
"251203"	"LIEBHERR-WERK"	"12.999.01.163"	0	0	0
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.001"	0	1	-1
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.003"	0	1	-1
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.162"	0	0	0
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.163"	0	0	0
"251302"	"MUENZ FAHRZEUGBAU GMBH & CO.KG"	"12.999.01.003"	0	1	-1
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.001"	11	30	-19
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.003"	25	57	-32
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.008"	1	6	-5
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.162"	0	14	-14
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.163"	0	5	-5
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.188"	2	2	0
"251317"	"MS-PARTS GMBH"	"12.999.01.001"	5	7	-2
"251317"	"MS-PARTS GMBH"	"12.999.01.003"	8	4	4
"251317"	"MS-PARTS GMBH"	"12.999.01.188"	0	0	0
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.001"	56	60	-4
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.003"	100	82	18
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.008"	273	344	-71
"251805"	"Winkler Logistik GmbH"	"12.999.01.001"	14	0	14
"251812"	"Winkler Logistik GmbH"	"12.999.01.001"	194	66	128
"251812"	"Winkler Logistik GmbH"	"12.999.01.003"	63	20	43
"251812"	"Winkler Logistik GmbH"	"12.999.01.008"	1	0	1
"251904"	"SPITZER"	"12.999.01.001"	16	11	5
"251904"	"SPITZER"	"12.999.01.003"	4	0	4
"251904"	"SPITZER"	"12.999.01.162"	4	0	4
"251904"	"SPITZER"	"12.999.01.163"	0	0	0
"251904"	"SPITZER"	"12.999.01.188"	38	29	9
"252018"	"SCHEUERLE"	"12.999.01.001"	5	3	2
"252018"	"SCHEUERLE"	"12.999.01.003"	39	28	11
"252028"	"BREMSEN SCHNEIDER GMBH"	"12.999.01.003"	0	1	-1
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.001"	17	2	15
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.003"	53	3	50
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.008"	1	0	1
"252030"	"Fahrzeugbau Hahn e. K"	"12.999.01.003"	0	1	-1
"252107"	"STAIGER NUTZFAHRZEUGE GMBH"	"12.999.01.001"	1	0	1
"252110"	"AUTOTEILE STREB GMBH"	"12.999.01.001"	1	1	0
"252204"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	0	0	0
"252508"	"WINKLER FAHRZEUGTEILE GMBH"	"12.999.01.001"	2	2	0
"252509"	"WINKLER Fahrzeugteile GmbH & Co.KG"	"12.999.01.001"	2	2	0
"252509"	"WINKLER Fahrzeugteile GmbH & Co.KG"	"12.999.01.003"	1	1	0
"252522"	"J. WILLIBALD"	"12.999.01.001"	1	0	1
"252522"	"J. WILLIBALD"	"12.999.01.003"	0	0	0
"252522"	"J. WILLIBALD"	"12.999.01.008"	0	0	0
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.001"	2	2	0
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.003"	2	5	-3
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.188"	7	2	5
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.001"	0	0	0
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.003"	0	1	-1
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.162"	4	0	4
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.163"	1	0	1
"253032"	"KLUMPP & MUELLER GMBH & CO. KG"	"12.999.01.001"	1	0	1
"253032"	"KLUMPP & MUELLER GMBH & CO. KG"	"12.999.01.003"	1	0	1
"260216"	"BNT GMBH"	"12.999.01.001"	2	2	0
"260217"	"T. BRANDL GMBH & CO. KG"	"12.999.01.001"	0	0	0
"260217"	"T. BRANDL GMBH & CO. KG"	"12.999.01.003"	0	0	0
"260218"	"Lely Agrartechnik GmbH"	"12.999.01.001"	2	2	0
"260405"	"JOHANN DEMMLER KG"	"12.999.01.001"	5	4	1
"260405"	"JOHANN DEMMLER KG"	"12.999.01.003"	14	4	10
"260502"	"ECKART Maschinenbau GmbH"	"12.999.01.001"	1	1	0
"260604"	"JOSEF FINKL KG"	"12.999.01.001"	2	11	-9
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.001"	281	76	205
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.003"	129	44	85
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.008"	46	17	29
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.162"	-6	0	-6
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.163"	-6	0	-6
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.165"	8	0	8
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.188"	68	80	-12
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.001"	0	0	0
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.008"	12	0	12
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.162"	14	0	14
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.163"	14	0	14
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.188"	12	0	12
"260702"	"JOSEF GEIDOBLER & SOHN GMBH"	"12.999.01.001"	0	2	-2
"260702"	"JOSEF GEIDOBLER & SOHN GMBH"	"12.999.01.003"	1	1	0
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.001"	7	20	-13
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.003"	43	91	-48
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.008"	2	9	-7
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.162"	4	51	-47
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.163"	1	11	-10
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.188"	0	0	0
"260714"	"GLOGGER FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"260714"	"GLOGGER FAHRZEUGBAU GMBH"	"12.999.01.003"	0	0	0
"260803"	"HUTTNER"	"12.999.01.001"	0	1	-1
"260803"	"HUTTNER"	"12.999.01.003"	0	2	-2
"260807"	"HERMANN HARBECK"	"12.999.01.001"	1	1	0
"260807"	"HERMANN HARBECK"	"12.999.01.003"	2	2	0
"260811"	"HUMBAUR GMBH"	"12.999.01.001"	17	16	1
"260811"	"HUMBAUR GMBH"	"12.999.01.003"	24	24	0
"260811"	"HUMBAUR GMBH"	"12.999.01.008"	6	2	4
"260811"	"HUMBAUR GMBH"	"12.999.01.162"	16	8	8
"260811"	"HUMBAUR GMBH"	"12.999.01.163"	4	2	2
"260811"	"HUMBAUR GMBH"	"12.999.01.188"	3	3	0
"260813"	"HOFMANN"	"12.999.01.001"	0	0	0
"260813"	"HOFMANN"	"12.999.01.003"	0	0	0
"260813"	"HOFMANN"	"12.999.01.188"	0	0	0
"261113"	"MASCHINENBAU KNOTT GMBH"	"12.999.01.001"	-1	0	-1
"261115"	"KAFFL Fahrzeugbau GmbH"	"12.999.01.001"	0	0	0
"261132"	"KUVVETLI FAHRZEUGBAU e.K."	"12.999.01.001"	0	0	0
"261132"	"KUVVETLI FAHRZEUGBAU e.K."	"12.999.01.003"	0	0	0
"261203"	"LINDNER & FISCHER"	"12.999.01.001"	10	7	3
"261203"	"LINDNER & FISCHER"	"12.999.01.003"	1	1	0
"261203"	"LINDNER & FISCHER"	"12.999.01.188"	7	3	4
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.001"	0	0	0
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.003"	0	0	0
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.188"	0	0	0
"261312"	"MEUSBURGER"	"12.999.01.001"	430	23	407
"261312"	"MEUSBURGER"	"12.999.01.003"	423	20	403
"261312"	"MEUSBURGER"	"12.999.01.008"	35	5	30
"261312"	"MEUSBURGER"	"12.999.01.162"	80	44	36
"261312"	"MEUSBURGER"	"12.999.01.163"	38	12	26
"261312"	"MEUSBURGER"	"12.999.01.188"	36	3	33
"261606"	"Paul Nutzfahrzeuge GmbH"	"12.999.01.001"	2	0	2
"261606"	"Paul Nutzfahrzeuge GmbH"	"12.999.01.003"	11	4	7
"261802"	"MARTIN REISCH GMBH"	"12.999.01.001"	6	6	0
"261802"	"MARTIN REISCH GMBH"	"12.999.01.003"	10	4	6
"261802"	"MARTIN REISCH GMBH"	"12.999.01.162"	8	2	6
"261802"	"MARTIN REISCH GMBH"	"12.999.01.163"	3	1	2
"261802"	"MARTIN REISCH GMBH"	"12.999.01.188"	14	4	10
"261809"	"MARTIN REISCH GMBH"	"12.999.01.001"	14	4	10
"261809"	"MARTIN REISCH GMBH"	"12.999.01.003"	6	0	6
"261809"	"MARTIN REISCH GMBH"	"12.999.01.162"	14	0	14
"261809"	"MARTIN REISCH GMBH"	"12.999.01.163"	3	0	3
"261809"	"MARTIN REISCH GMBH"	"12.999.01.188"	28	27	1
"261815"	"ROPA"	"12.999.01.003"	1	1	0
"261815"	"ROPA"	"12.999.01.008"	2	2	0
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.001"	20	12	8
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.003"	8	4	4
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.188"	30	16	14
"261905"	"ZF SACHS AG"	"12.999.01.001"	29	142	-113
"261905"	"ZF SACHS AG"	"12.999.01.003"	0	5	-5
"262036"	"SCHMID FAHRZEUGBAU GMBH"	"12.999.01.001"	2	4	-2
"262036"	"SCHMID FAHRZEUGBAU GMBH"	"12.999.01.003"	2	4	-2
"262103"	"AUTOTEILE STREB"	"12.999.01.001"	8	14	-6
"262103"	"AUTOTEILE STREB"	"12.999.01.003"	0	0	0
"262217"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	1	0	1
"262217"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	2	0	2
"262404"	"REINHARD VACHAL"	"12.999.01.001"	0	0	0
"262404"	"REINHARD VACHAL"	"12.999.01.003"	0	0	0
"262506"	"KURT WILLIG GMBH & CO. KG"	"12.999.01.001"	1	0	1
"262506"	"KURT WILLIG GMBH & CO. KG"	"12.999.01.003"	3	0	3
"262510"	"WAGNER-FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"262703"	"ZUNHAMMER GMBH"	"12.999.01.001"	9	0	9
"262703"	"ZUNHAMMER GMBH"	"12.999.01.003"	4	0	4
"262705"	"Zanner Fahrzeugbau GmbH"	"12.999.01.001"	1	1	0
"262706"	"ZEBU FAHRZEUGBAU GmbH & Co. KG"	"12.999.01.001"	0	0	0
"262706"	"ZEBU FAHRZEUGBAU GmbH & Co. KG"	"12.999.01.003"	0	0	0
"263015"	"BAYWA AG"	"12.999.01.001"	0	1	-1
"270104"	"ANNABURGER NUTZFAHRZEUG GMBH"	"12.999.01.001"	0	2	-2
"270104"	"ANNABURGER NUTZFAHRZEUG GMBH"	"12.999.01.003"	1	4	-3
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.001"	28	12	16
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.003"	14	9	5
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.188"	9	4	5
"270204"	"BEFA  BELZIGER-"	"12.999.01.001"	0	2	-2
"270204"	"BEFA  BELZIGER-"	"12.999.01.003"	0	1	-1
"270204"	"BEFA  BELZIGER-"	"12.999.01.162"	0	2	-2
"270204"	"BEFA  BELZIGER-"	"12.999.01.163"	0	1	-1
"270404"	"Kurt Dinkel"	"12.999.01.001"	18	5	13
"270404"	"Kurt Dinkel"	"12.999.01.003"	3	3	0
"270404"	"Kurt Dinkel"	"12.999.01.188"	1	2	-1
"270620"	"Feldbinder"	"12.999.01.001"	35	26	9
"270620"	"Feldbinder"	"12.999.01.003"	3	5	-2
"270620"	"Feldbinder"	"12.999.01.008"	-2	2	-4
"270620"	"Feldbinder"	"12.999.01.162"	1	0	1
"270620"	"Feldbinder"	"12.999.01.163"	0	0	0
"270620"	"Feldbinder"	"12.999.01.188"	25	43	-18
"270624"	"FAG"	"12.999.01.001"	1	1	0
"270624"	"FAG"	"12.999.01.003"	-1	0	-1
"270624"	"FAG"	"12.999.01.162"	8	8	0
"270624"	"FAG"	"12.999.01.163"	2	2	0
"270624"	"FAG"	"12.999.01.188"	1	0	1
"270804"	"Hüffermann"	"12.999.01.001"	26	39	-13
"270804"	"Hüffermann"	"12.999.01.003"	20	50	-30
"270804"	"Hüffermann"	"12.999.01.008"	0	5	-5
"270804"	"Hüffermann"	"12.999.01.162"	75	30	45
"270804"	"Hüffermann"	"12.999.01.163"	11	10	1
"270804"	"Hüffermann"	"12.999.01.188"	6	17	-11
"270805"	"HERZ NUTZFAHRZEUGTEILE GMBH"	"12.999.01.001"	0	3	-3
"270805"	"HERZ NUTZFAHRZEUGTEILE GMBH"	"12.999.01.003"	0	1	-1
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.001"	12	17	-5
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.003"	10	10	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.162"	2	2	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.163"	1	1	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.188"	2	2	0
"271102"	"FRANK & SOHN"	"12.999.01.001"	0	4	-4
"271114"	"Kirow Ardelt GmbH"	"12.999.01.003"	8	4	4
"271118"	"PLATAL MOBILSYSTEME GMBH"	"12.999.01.001"	0	0	0
"271118"	"PLATAL MOBILSYSTEME GMBH"	"12.999.01.003"	0	0	0
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.001"	3	10	-7
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.003"	0	3	-3
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.162"	2	10	-8
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.163"	1	3	-2
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.188"	0	1	-1
"271311"	"MAFA"	"12.999.01.001"	22	9	13
"271311"	"MAFA"	"12.999.01.162"	-4	0	-4
"271311"	"MAFA"	"12.999.01.188"	25	7	18
"271318"	"MKF"	"12.999.01.003"	0	0	0
"271505"	"ORTEN GmbH & Co. KG"	"12.999.01.001"	1	0	1
"271505"	"ORTEN GmbH & Co. KG"	"12.999.01.003"	-1	0	-1
"271910"	"SAXAS"	"12.999.01.001"	1	2	-1
"271910"	"SAXAS"	"12.999.01.008"	0	0	0
"272017"	"Schmitz Cargobull"	"12.999.01.001"	2	5	-3
"272017"	"Schmitz Cargobull"	"12.999.01.003"	0	1	-1
"272017"	"Schmitz Cargobull"	"12.999.01.008"	1	1	0
"272017"	"Schmitz Cargobull"	"12.999.01.188"	4	7	-3
"272502"	"Schlosser Europart"	"12.999.01.001"	2	0	2
"272502"	"Schlosser Europart"	"12.999.01.003"	2	0	2
"272502"	"Schlosser Europart"	"12.999.01.008"	1	0	1
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.001"	2	3	-1
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.003"	0	1	-1
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.008"	0	0	0
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.188"	2	2	0
"272506"	"WESSEL-FAHRZEUGTEILE GMBH"	"12.999.01.001"	0	6	-6
"272506"	"WESSEL-FAHRZEUGTEILE GMBH"	"12.999.01.003"	0	3	-3
"280237"	"M. BUSCH GMBH & CO. KG"	"12.999.01.001"	0	20	-20
"280237"	"M. BUSCH GMBH & CO. KG"	"12.999.01.003"	0	10	-10
"280237"	"M. BUSCH GMBH & CO. KG"	"12.999.01.008"	0	40	-40
"310052"	"BOTHE-SCHNITZIUS GMBH & CO."	"12.999.01.003"	0	2	-2
"320006"	"OFFERGELD GMBH & CO."	"12.999.01.001"	1	0	1
"320037"	"Frye Transport-Logistik GMBH"	"12.999.01.003"	-216	410	-626
"320080"	"GEORG KRAEMER FAHRZEUGBAU"	"12.999.01.001"	0	0	0
"320080"	"GEORG KRAEMER FAHRZEUGBAU"	"12.999.01.003"	1	3	-2
"320102"	"NCG NUTZFAHRZEUG-CENTER GMBH"	"12.999.01.001"	1	0	1
"320132"	"KAMAX-WERKE"	"12.999.01.003"	-74	67	-141
"320132"	"KAMAX-WERKE"	"12.999.01.008"	513	660	-147
"320147"	"JOHANNES REINERS"	"12.999.01.001"	1	0	1
"320150"	"Nagel-Group"	"12.999.01.001"	1	0	1
"320150"	"Nagel-Group"	"12.999.01.003"	2	0	2
"360083"	"FEDLMEIER GMBH"	"12.999.01.001"	1	1	0
"360083"	"FEDLMEIER GMBH"	"12.999.01.003"	1	1	0
"360132"	"P. SCHWANDNER"	"12.999.01.001"	1	0	1
"370002"	"SCANRO GMBH"	"12.999.01.001"	0	3	-3
"370028"	"Fahrzeugbau und Entwicklungswerk"	"12.999.01.001"	1	1	0
"370028"	"Fahrzeugbau und Entwicklungswerk"	"12.999.01.003"	1	1	0
"370046"	"Elflein Spedition & Transport GmbH"	"12.999.01.001"	1	0	1
"370046"	"Elflein Spedition & Transport GmbH"	"12.999.01.003"	1	0	1
"370175"	"Manfred Manig"	"12.999.01.001"	1	0	1
"370186"	"GRESS + ZAPP GMBH"	"12.999.01.003"	1	1	0
"370187"	"Anton Dülk Nutzfahrzeuge"	"12.999.01.001"	1	1	0
"390502"	"WINCANTON TRANS EUROPEAN (D) GmbH"	"12.999.01.003"	-4	0	-4
"390503"	"WIELAND-WERKE AG"	"12.999.01.001"	-4	0	-4
"390503"	"WIELAND-WERKE AG"	"12.999.01.003"	-60	0	-60
"390510"	"TMD FRICTION GMBH"	"12.999.01.001"	383	429	-46
"390510"	"TMD FRICTION GMBH"	"12.999.01.003"	206	290	-84
"390510"	"TMD FRICTION GMBH"	"12.999.01.008"	795	772	23
"390511"	"SONA BLW"	"12.999.01.001"	-3	0	-3
"390511"	"SONA BLW"	"12.999.01.003"	-1	0	-1
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.001"	19	60	-41
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.003"	17	4	13
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.008"	53	0	53
"390514"	"THH DREHTEILE GMBH"	"12.999.01.001"	3	0	3
"390514"	"THH DREHTEILE GMBH"	"12.999.01.003"	-4	0	-4
"390516"	"ERICH SYDOW GMBH & CO. KG"	"12.999.01.003"	-1	0	-1
"390519"	"SKF GmbH"	"12.999.01.003"	27	27	0
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.001"	63	0	63
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.003"	-31	20	-51
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.008"	54	8	46
"390526"	"SCHENKER"	"12.999.01.001"	17	60	-43
"390528"	"ADOLF PUEHL GMBH & CO. KG"	"12.999.01.001"	-3	0	-3
"390528"	"ADOLF PUEHL GMBH & CO. KG"	"12.999.01.003"	-114	0	-114
"390530"	"PEINER UMFORMTECHNIK GMBH"	"12.999.01.003"	-267	0	-267
"390530"	"PEINER UMFORMTECHNIK GMBH"	"12.999.01.008"	651	0	651
"390531"	"ALEXANDER PAAL GMBH"	"12.999.01.003"	-121	0	-121
"390531"	"ALEXANDER PAAL GMBH"	"12.999.01.008"	82	0	82
"390533"	"NEUHAUS"	"12.999.01.001"	86	3	83
"390533"	"NEUHAUS"	"12.999.01.003"	-120	24	-144
"390533"	"NEUHAUS"	"12.999.01.008"	257	225	32
"390534"	"TNT Innight GmbH & Co.KG"	"12.999.01.001"	81	51	30
"390534"	"TNT Innight GmbH & Co.KG"	"12.999.01.003"	4	0	4
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.001"	1	0	1
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.003"	8	270	-262
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.008"	267	196	71
"390538"	"GUSTAV MEYER GMBH & CO."	"12.999.01.003"	4	0	4
"390538"	"GUSTAV MEYER GMBH & CO."	"12.999.01.008"	28	0	28
"390539"	"MAYER-JUMBO"	"12.999.01.001"	2	0	2
"390542"	"LST - GMBH"	"12.999.01.001"	-8	0	-8
"390542"	"LST - GMBH"	"12.999.01.003"	1	0	1
"390543"	"LIPPISCHE EISENINDUSTRIE GMBH"	"12.999.01.003"	-561	16	-577
"390543"	"LIPPISCHE EISENINDUSTRIE GMBH"	"12.999.01.008"	201	160	41
"390546"	"GESENK- UND FREIFORMSCHMIEDE"	"12.999.01.001"	-33	0	-33
"390555"	"KAUSEMANN GMBH"	"12.999.01.001"	6	0	6
"390556"	"JOHNSON DREHTECHNIK GMBH"	"12.999.01.003"	29	10	19
"390556"	"JOHNSON DREHTECHNIK GMBH"	"12.999.01.008"	46	30	16
"390557"	"WALTER HUNDHAUSEN GMBH"	"12.999.01.001"	-50	0	-50
"390557"	"WALTER HUNDHAUSEN GMBH"	"12.999.01.003"	-1	0	-1
"390560"	"HEINRICHS GMBH"	"12.999.01.001"	42	1	41
"390560"	"HEINRICHS GMBH"	"12.999.01.003"	1	0	1
"390560"	"HEINRICHS GMBH"	"12.999.01.008"	12	0	12
"390563"	"GUEDE GMBH"	"12.999.01.003"	-7	0	-7
"390563"	"GUEDE GMBH"	"12.999.01.008"	-26	2	-28
"390564"	"Heinrich Glane GmbH"	"12.999.01.001"	1	46	-45
"390564"	"Heinrich Glane GmbH"	"12.999.01.003"	-799	140	-939
"390567"	"FUCHS SCHRAUBENWERK"	"12.999.01.003"	-42	0	-42
"390567"	"FUCHS SCHRAUBENWERK"	"12.999.01.008"	77	0	77
"390568"	"FORMTEIL- UND SCHRAUBENWERK"	"12.999.01.003"	136	0	136
"390569"	"AUGUST FRIEDBERG GMBH"	"12.999.01.003"	-260	2	-262
"390569"	"AUGUST FRIEDBERG GMBH"	"12.999.01.008"	262	0	262
"390570"	"FREUDENBERG SIMRIT KG"	"12.999.01.001"	-10	0	-10
"390570"	"FREUDENBERG SIMRIT KG"	"12.999.01.003"	-141	0	-141
"390571"	"ANDREAS FRANKE"	"12.999.01.003"	1	0	1
"390572"	"Wälzlager GmbH"	"12.999.01.001"	1	0	1
"390572"	"Wälzlager GmbH"	"12.999.01.003"	81	330	-249
"390572"	"Wälzlager GmbH"	"12.999.01.008"	1	1002	-1001
"390574"	"SAF-Holland GmbH"	"12.999.01.001"	20	0	20
"390574"	"SAF-Holland GmbH"	"12.999.01.003"	-11	0	-11
"390574"	"SAF-Holland GmbH"	"12.999.01.008"	90	0	90
"390575"	"FELDMANN-MAB"	"12.999.01.003"	-19	0	-19
"390575"	"FELDMANN-MAB"	"12.999.01.008"	7	0	7
"390576"	"CFS FALKENROTH UMFORMTECHNIK"	"12.999.01.001"	14	0	14
"390577"	"ESAB GMBH"	"12.999.01.003"	-223	0	-223
"390580"	"RUDOLF ECKEL"	"12.999.01.001"	3	0	3
"390580"	"RUDOLF ECKEL"	"12.999.01.003"	9	4	5
"390581"	"JOSEPH DRESSELHAUS"	"12.999.01.003"	-237	20	-257
"390581"	"JOSEPH DRESSELHAUS"	"12.999.01.008"	205	200	5
"390587"	"Sped. Dachser GmbH & Co. KG"	"12.999.01.003"	-1	0	-1
"390604"	"MORAVSKE KOVARNY A.S."	"12.999.01.011"	-22	0	-22
"402773"	"NICOLAS"	"12.999.01.162"	0	0	0
"402773"	"NICOLAS"	"12.999.01.163"	0	0	0
"404089"	"Rejna"	"12.999.01.001"	1	0	1
"404404"	"TPV d.d."	"12.999.01.001"	71	0	71
"406692"	"SLR-GUSSWERK II"	"12.999.01.001"	-9	0	-9
"408204"	"LECITRAILER S.A."	"12.999.01.001"	0	0	0
"408237"	"FUNDICIONES DE VERA S.A."	"12.999.01.001"	2	12	-10
"408237"	"FUNDICIONES DE VERA S.A."	"12.999.01.003"	212	433	-221
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.001"	0	33	-33
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.003"	5	16	-11
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.008"	-5	2	-7
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.188"	16	43	-27
"409004"	"BRANO A.S."	"12.999.01.001"	96	260	-164
"409004"	"BRANO A.S."	"12.999.01.003"	4	0	4
"416670"	"FAHRZEUGBEDARF"	"12.999.01.001"	150	185	-35
"416670"	"FAHRZEUGBEDARF"	"12.999.01.003"	648	626	22
"416670"	"FAHRZEUGBEDARF"	"12.999.01.008"	17	33	-16
"416670"	"FAHRZEUGBEDARF"	"12.999.01.162"	107	48	59
"416670"	"FAHRZEUGBEDARF"	"12.999.01.163"	20	10	10
"416670"	"FAHRZEUGBEDARF"	"12.999.01.188"	0	2	-2
"416674"	"Hendrickson Austria GmbH"	"12.999.01.001"	207	52	155
"416674"	"Hendrickson Austria GmbH"	"12.999.01.003"	2	900	-898
