"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"241349"	"F. MUELLER GMBH & CO. KG"	"12.999.01.003"	3	0	3
"241349"	"F. MUELLER GMBH & CO. KG"	"12.999.01.188"	0	0	0
"241350"	"MENZER GMBH"	"12.999.01.001"	0	0	0
"241505"	"ORTEN GMBH & CO. KG"	"12.999.01.001"	0	0	0
"241505"	"ORTEN GMBH & CO. KG"	"12.999.01.003"	0	0	0
"241618"	"PROFI PARTS"	"12.999.01.001"	101	2	99
"241618"	"PROFI PARTS"	"12.999.01.003"	-8	0	-8
"241619"	"PROFI PARTS"	"12.999.01.001"	5	1	4
"241619"	"PROFI PARTS"	"12.999.01.003"	0	0	0
"241620"	"PROFI PARTS"	"12.999.01.001"	0	0	0
"241829"	"ROETTGER"	"12.999.01.001"	1	0	1
"241829"	"ROETTGER"	"12.999.01.003"	1	0	1
"241840"	"Dieter Röttger"	"12.999.01.001"	0	0	0
"241840"	"Dieter Röttger"	"12.999.01.003"	0	0	0
"241841"	"Winkler Logistik GmbH"	"12.999.01.001"	0	0	0
"241841"	"Winkler Logistik GmbH"	"12.999.01.003"	0	0	0
"242506"	"EUROPART  Trading GMBH"	"12.999.01.001"	0	0	0
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.001"	0	0	0
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.003"	1	0	1
"242516"	"WELLER GMBH & CO. KG"	"12.999.01.008"	0	0	0
"242520"	"HEINRICH WEDEKIND &"	"12.999.01.001"	0	0	0
"242520"	"HEINRICH WEDEKIND &"	"12.999.01.003"	0	0	0
"250212"	"BIRNER GMBH"	"12.999.01.001"	1	0	1
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.001"	1	1	0
"250213"	"BISCHOFF + SCHECK AG"	"12.999.01.003"	0	0	0
"250409"	"DIER & JAKOB"	"12.999.01.001"	0	0	0
"250611"	"FGS GMBH"	"12.999.01.001"	0	0	0
"250702"	"GOMM FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"250702"	"GOMM FAHRZEUGBAU GMBH"	"12.999.01.003"	0	0	0
"250807"	"HONOLD GMBH & CO.KG"	"12.999.01.001"	1	0	1
"250807"	"HONOLD GMBH & CO.KG"	"12.999.01.188"	2	0	2
"250822"	"HIRTH FAHRZEUGBAU GMBH"	"12.999.01.001"	1	0	1
"251113"	"KAROSSERIEFABRIK BIBERACH GMBH"	"12.999.01.001"	4	2	2
"251113"	"KAROSSERIEFABRIK BIBERACH GMBH"	"12.999.01.188"	1	0	1
"251114"	"KOEPF FAHRZEUGBAU GMBH"	"12.999.01.188"	0	0	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.001"	0	0	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.003"	1	1	0
"251121"	"MASCHINENBAU KALTENBACH GMBH"	"12.999.01.188"	0	0	0
"251132"	"KAMAG"	"12.999.01.001"	0	0	0
"251132"	"KAMAG"	"12.999.01.003"	0	0	0
"251203"	"LIEBHERR-WERK"	"12.999.01.001"	5	0	5
"251203"	"LIEBHERR-WERK"	"12.999.01.003"	16	0	16
"251203"	"LIEBHERR-WERK"	"12.999.01.008"	1	0	1
"251203"	"LIEBHERR-WERK"	"12.999.01.163"	1	0	1
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.001"	3	1	2
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.003"	1	1	0
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.162"	2	0	2
"251208"	"L + M FAHRZEUGBAU GMBH"	"12.999.01.163"	1	0	1
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.001"	15	15	0
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.003"	9	9	0
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.008"	5	5	0
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.162"	14	14	0
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.163"	5	5	0
"251306"	"Karl Mueller GmbH & Co. KG"	"12.999.01.188"	0	0	0
"251317"	"MS-PARTS GMBH"	"12.999.01.001"	4	1	3
"251317"	"MS-PARTS GMBH"	"12.999.01.003"	10	1	9
"251317"	"MS-PARTS GMBH"	"12.999.01.188"	2	0	2
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.001"	18	0	18
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.003"	91	0	91
"251405"	"Neumayer Tekfor GmbH"	"12.999.01.008"	198	0	198
"251805"	"Winkler Logistik GmbH"	"12.999.01.001"	14	0	14
"251812"	"Winkler Logistik GmbH"	"12.999.01.001"	201	21	180
"251812"	"Winkler Logistik GmbH"	"12.999.01.003"	49	6	43
"251812"	"Winkler Logistik GmbH"	"12.999.01.008"	1	0	1
"251904"	"SPITZER"	"12.999.01.001"	11	6	5
"251904"	"SPITZER"	"12.999.01.003"	14	0	14
"251904"	"SPITZER"	"12.999.01.162"	4	0	4
"251904"	"SPITZER"	"12.999.01.163"	1	0	1
"251904"	"SPITZER"	"12.999.01.188"	59	15	44
"252018"	"SCHEUERLE"	"12.999.01.001"	3	1	2
"252018"	"SCHEUERLE"	"12.999.01.003"	20	9	11
"252020"	"SCHAEFER-TECHNIC GMBH"	"12.999.01.001"	0	0	0
"252020"	"SCHAEFER-TECHNIC GMBH"	"12.999.01.003"	0	0	0
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.001"	16	1	15
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.003"	50	0	50
"252029"	"AEBI SCHMIDT DEUTSCHLAND GMBH"	"12.999.01.008"	1	0	1
"252030"	"Fahrzeugbau Hahn e. K"	"12.999.01.003"	1	1	0
"252107"	"STAIGER NUTZFAHRZEUGE GMBH"	"12.999.01.001"	1	0	1
"252110"	"AUTOTEILE STREB GMBH"	"12.999.01.001"	0	0	0
"252110"	"AUTOTEILE STREB GMBH"	"12.999.01.003"	0	0	0
"252204"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	0	0	0
"252403"	"VETTER GMBH"	"12.999.01.001"	0	0	0
"252508"	"WINKLER FAHRZEUGTEILE GMBH"	"12.999.01.001"	2	2	0
"252509"	"WINKLER Fahrzeugteile GmbH & Co.KG"	"12.999.01.001"	2	2	0
"252509"	"WINKLER Fahrzeugteile GmbH & Co.KG"	"12.999.01.003"	1	1	0
"252522"	"J. WILLIBALD"	"12.999.01.001"	1	0	1
"252522"	"J. WILLIBALD"	"12.999.01.003"	0	0	0
"252522"	"J. WILLIBALD"	"12.999.01.008"	0	0	0
"252524"	"WINKLER FAHRZEUGTECHNIK GMBH"	"12.999.01.003"	0	0	0
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.003"	7	3	4
"252702"	"ZIKUN FAHRZEUGBAU GMBH"	"12.999.01.188"	11	0	11
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.001"	4	0	4
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.003"	2	1	1
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.162"	6	0	6
"252704"	"GUSTAV ZIEGLER GMBH"	"12.999.01.163"	2	0	2
"253010"	"MARTIN KNIRSCH"	"12.999.01.003"	0	0	0
"253032"	"KLUMPP & MUELLER GMBH & CO. KG"	"12.999.01.001"	1	0	1
"253032"	"KLUMPP & MUELLER GMBH & CO. KG"	"12.999.01.003"	1	0	1
"260216"	"BNT GMBH"	"12.999.01.001"	1	1	0
"260217"	"T. BRANDL GMBH & CO. KG"	"12.999.01.001"	0	0	0
"260217"	"T. BRANDL GMBH & CO. KG"	"12.999.01.003"	0	0	0
"260405"	"JOHANN DEMMLER KG"	"12.999.01.001"	3	2	1
"260405"	"JOHANN DEMMLER KG"	"12.999.01.003"	12	2	10
"260405"	"JOHANN DEMMLER KG"	"12.999.01.008"	0	0	0
"260502"	"ECKART Maschinenbau GmbH"	"12.999.01.001"	0	0	0
"260604"	"JOSEF FINKL KG"	"12.999.01.001"	0	6	-6
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.001"	258	37	221
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.003"	97	17	80
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.008"	38	4	34
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.162"	-2	0	-2
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.163"	-4	0	-4
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.165"	8	0	8
"260613"	"FLIEGL FAHRZEUGBAU GMBH"	"12.999.01.188"	138	46	92
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.001"	1	0	1
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.003"	0	0	0
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.008"	12	0	12
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.162"	18	0	18
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.163"	16	0	16
"260618"	"FLIEGL Agrartechnik GmbH"	"12.999.01.188"	21	0	21
"260702"	"JOSEF GEIDOBLER & SOHN GMBH"	"12.999.01.001"	3	2	1
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.001"	10	10	0
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.003"	27	26	1
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.008"	3	0	3
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.162"	-29	6	-35
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.163"	-4	2	-6
"260704"	"Goldhofer Aktiengesellschaft"	"12.999.01.188"	0	0	0
"260714"	"GLOGGER FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"260714"	"GLOGGER FAHRZEUGBAU GMBH"	"12.999.01.003"	0	0	0
"260803"	"HUTTNER"	"12.999.01.001"	0	0	0
"260803"	"HUTTNER"	"12.999.01.003"	1	1	0
"260811"	"HUMBAUR GMBH"	"12.999.01.001"	9	9	0
"260811"	"HUMBAUR GMBH"	"12.999.01.003"	15	15	0
"260811"	"HUMBAUR GMBH"	"12.999.01.008"	4	0	4
"260811"	"HUMBAUR GMBH"	"12.999.01.162"	8	0	8
"260811"	"HUMBAUR GMBH"	"12.999.01.163"	2	0	2
"260813"	"HOFMANN"	"12.999.01.001"	1	0	1
"260813"	"HOFMANN"	"12.999.01.003"	1	0	1
"260813"	"HOFMANN"	"12.999.01.188"	1	0	1
"261115"	"KAFFL Fahrzeugbau GmbH"	"12.999.01.001"	0	0	0
"261132"	"KUVVETLI FAHRZEUGBAU e.K."	"12.999.01.001"	0	0	0
"261132"	"KUVVETLI FAHRZEUGBAU e.K."	"12.999.01.003"	0	0	0
"261203"	"LINDNER & FISCHER"	"12.999.01.001"	6	1	5
"261203"	"LINDNER & FISCHER"	"12.999.01.003"	1	1	0
"261203"	"LINDNER & FISCHER"	"12.999.01.008"	0	0	0
"261203"	"LINDNER & FISCHER"	"12.999.01.188"	6	0	6
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.001"	0	0	0
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.003"	0	0	0
"261305"	"ISM INDUSTRIESERVICE"	"12.999.01.188"	0	0	0
"261312"	"MEUSBURGER"	"12.999.01.001"	430	5	425
"261312"	"MEUSBURGER"	"12.999.01.003"	416	11	405
"261312"	"MEUSBURGER"	"12.999.01.008"	31	1	30
"261312"	"MEUSBURGER"	"12.999.01.162"	100	12	88
"261312"	"MEUSBURGER"	"12.999.01.163"	49	4	45
"261312"	"MEUSBURGER"	"12.999.01.188"	43	1	42
"261606"	"Paul Nutzfahrzeuge GmbH"	"12.999.01.001"	2	0	2
"261606"	"Paul Nutzfahrzeuge GmbH"	"12.999.01.003"	6	0	6
"261608"	"POPP FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"261608"	"POPP FAHRZEUGBAU GMBH"	"12.999.01.003"	0	0	0
"261802"	"MARTIN REISCH GMBH"	"12.999.01.001"	3	1	2
"261802"	"MARTIN REISCH GMBH"	"12.999.01.003"	13	1	12
"261802"	"MARTIN REISCH GMBH"	"12.999.01.162"	6	0	6
"261802"	"MARTIN REISCH GMBH"	"12.999.01.163"	2	0	2
"261802"	"MARTIN REISCH GMBH"	"12.999.01.188"	16	1	15
"261809"	"MARTIN REISCH GMBH"	"12.999.01.001"	11	1	10
"261809"	"MARTIN REISCH GMBH"	"12.999.01.003"	6	0	6
"261809"	"MARTIN REISCH GMBH"	"12.999.01.162"	14	0	14
"261809"	"MARTIN REISCH GMBH"	"12.999.01.163"	3	0	3
"261809"	"MARTIN REISCH GMBH"	"12.999.01.188"	18	11	7
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.001"	24	6	18
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.003"	4	0	4
"261818"	"NUTZFAHRZEUGE ROHR GMBH"	"12.999.01.188"	24	5	19
"261905"	"ZF SACHS AG"	"12.999.01.001"	-36	0	-36
"261905"	"ZF SACHS AG"	"12.999.01.003"	0	5	-5
"262036"	"SCHMID FAHRZEUGBAU GMBH"	"12.999.01.001"	1	0	1
"262036"	"SCHMID FAHRZEUGBAU GMBH"	"12.999.01.003"	2	0	2
"262103"	"AUTOTEILE STREB"	"12.999.01.001"	12	6	6
"262103"	"AUTOTEILE STREB"	"12.999.01.003"	1	0	1
"262217"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	1	0	1
"262217"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	2	0	2
"262404"	"REINHARD VACHAL"	"12.999.01.001"	2	0	2
"262404"	"REINHARD VACHAL"	"12.999.01.003"	3	0	3
"262506"	"KURT WILLIG GMBH & CO. KG"	"12.999.01.001"	1	0	1
"262506"	"KURT WILLIG GMBH & CO. KG"	"12.999.01.003"	3	0	3
"262509"	"WINKLER FAHRZEUGTEILE GMBH"	"12.999.01.001"	0	0	0
"262510"	"WAGNER-FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"262703"	"ZUNHAMMER GMBH"	"12.999.01.001"	9	0	9
"262703"	"ZUNHAMMER GMBH"	"12.999.01.003"	4	0	4
"262705"	"Zanner Fahrzeugbau GmbH"	"12.999.01.001"	1	1	0
"262706"	"ZEBU FAHRZEUGBAU GmbH & Co. KG"	"12.999.01.001"	2	0	2
"262706"	"ZEBU FAHRZEUGBAU GmbH & Co. KG"	"12.999.01.003"	2	0	2
"263015"	"BAYWA AG"	"12.999.01.001"	1	1	0
"270104"	"ANNABURGER NUTZFAHRZEUG GMBH"	"12.999.01.001"	5	2	3
"270104"	"ANNABURGER NUTZFAHRZEUG GMBH"	"12.999.01.003"	8	2	6
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.001"	27	3	24
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.003"	10	2	8
"270119"	"ACKERMANN FAHRZEUGBAU"	"12.999.01.188"	21	2	19
"270204"	"BEFA  BELZIGER-"	"12.999.01.001"	1	1	0
"270204"	"BEFA  BELZIGER-"	"12.999.01.162"	2	2	0
"270204"	"BEFA  BELZIGER-"	"12.999.01.163"	1	1	0
"270404"	"Kurt Dinkel"	"12.999.01.001"	18	1	17
"270404"	"Kurt Dinkel"	"12.999.01.188"	1	1	0
"270513"	"Federn-Oßwald Fahrzeugteile &"	"12.999.01.003"	0	0	0
"270620"	"Feldbinder"	"12.999.01.001"	27	12	15
"270620"	"Feldbinder"	"12.999.01.003"	7	2	5
"270620"	"Feldbinder"	"12.999.01.008"	-1	1	-2
"270620"	"Feldbinder"	"12.999.01.162"	1	0	1
"270620"	"Feldbinder"	"12.999.01.163"	0	0	0
"270620"	"Feldbinder"	"12.999.01.188"	23	17	6
"270622"	"FRANK FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"270624"	"FAG"	"12.999.01.001"	0	0	0
"270624"	"FAG"	"12.999.01.003"	-1	0	-1
"270624"	"FAG"	"12.999.01.188"	1	0	1
"270804"	"Hüffermann"	"12.999.01.001"	26	7	19
"270804"	"Hüffermann"	"12.999.01.003"	8	8	0
"270804"	"Hüffermann"	"12.999.01.008"	-1	0	-1
"270804"	"Hüffermann"	"12.999.01.162"	79	14	65
"270804"	"Hüffermann"	"12.999.01.163"	11	5	6
"270804"	"Hüffermann"	"12.999.01.188"	16	8	8
"270805"	"HERZ NUTZFAHRZEUGTEILE GMBH"	"12.999.01.001"	1	1	0
"270805"	"HERZ NUTZFAHRZEUGTEILE GMBH"	"12.999.01.003"	0	0	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.001"	12	17	-5
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.003"	10	10	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.162"	2	2	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.163"	1	1	0
"270810"	"HKM FAHRZEUGBAU GMBH"	"12.999.01.188"	1	1	0
"270815"	"HELLMERS GMBH"	"12.999.01.001"	0	0	0
"270815"	"HELLMERS GMBH"	"12.999.01.188"	0	0	0
"271102"	"FRANK & SOHN"	"12.999.01.001"	4	4	0
"271114"	"Kirow Ardelt GmbH"	"12.999.01.003"	4	0	4
"271118"	"PLATAL MOBILSYSTEME GMBH"	"12.999.01.001"	0	0	0
"271118"	"PLATAL MOBILSYSTEME GMBH"	"12.999.01.003"	0	0	0
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.001"	6	5	1
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.003"	-1	0	-1
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.162"	8	8	0
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.163"	2	2	0
"271307"	"FMS Fahrzeugbau GmbH"	"12.999.01.188"	1	1	0
"271311"	"MAFA"	"12.999.01.001"	22	0	22
"271311"	"MAFA"	"12.999.01.008"	0	0	0
"271311"	"MAFA"	"12.999.01.162"	-4	0	-4
"271311"	"MAFA"	"12.999.01.163"	0	0	0
"271311"	"MAFA"	"12.999.01.188"	26	0	26
"271318"	"MKF"	"12.999.01.003"	0	0	0
"271505"	"ORTEN GmbH & Co. KG"	"12.999.01.001"	1	0	1
"271505"	"ORTEN GmbH & Co. KG"	"12.999.01.003"	-1	0	-1
"271910"	"SAXAS"	"12.999.01.001"	0	0	0
"271910"	"SAXAS"	"12.999.01.008"	1	0	1
"272017"	"Schmitz Cargobull"	"12.999.01.001"	10	3	7
"272017"	"Schmitz Cargobull"	"12.999.01.003"	1	1	0
"272017"	"Schmitz Cargobull"	"12.999.01.008"	2	1	1
"272017"	"Schmitz Cargobull"	"12.999.01.188"	6	5	1
"272502"	"Schlosser Europart"	"12.999.01.001"	2	0	2
"272502"	"Schlosser Europart"	"12.999.01.003"	2	0	2
"272502"	"Schlosser Europart"	"12.999.01.008"	1	0	1
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.001"	0	0	0
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.003"	0	0	0
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.008"	0	0	0
"272505"	"WILLIG FAHRZEUGBAU GMBH"	"12.999.01.188"	5	0	5
"272506"	"WESSEL-FAHRZEUGTEILE GMBH"	"12.999.01.001"	4	4	0
"272506"	"WESSEL-FAHRZEUGTEILE GMBH"	"12.999.01.003"	1	1	0
"272516"	"EUROPART  Trading GMBH"	"12.999.01.008"	0	0	0
"310052"	"BOTHE-SCHNITZIUS GMBH & CO."	"12.999.01.003"	1	1	0
"320006"	"OFFERGELD GMBH & CO."	"12.999.01.001"	1	0	1
"320037"	"Frye Transport-Logistik GMBH"	"12.999.01.003"	-114	410	-524
"320080"	"GEORG KRAEMER FAHRZEUGBAU"	"12.999.01.001"	0	0	0
"320080"	"GEORG KRAEMER FAHRZEUGBAU"	"12.999.01.003"	0	0	0
"320102"	"NCG NUTZFAHRZEUG-CENTER GMBH"	"12.999.01.001"	1	0	1
"320132"	"KAMAX-WERKE"	"12.999.01.003"	6	28	-22
"320132"	"KAMAX-WERKE"	"12.999.01.008"	574	270	304
"320147"	"JOHANNES REINERS"	"12.999.01.001"	1	0	1
"320150"	"Nagel-Group"	"12.999.01.001"	1	0	1
"320150"	"Nagel-Group"	"12.999.01.003"	2	0	2
"350003"	"FRITZ BRAUN FAHRZEUGBAU"	"12.999.01.001"	0	0	0
"350003"	"FRITZ BRAUN FAHRZEUGBAU"	"12.999.01.003"	0	0	0
"360083"	"FEDLMEIER GMBH"	"12.999.01.001"	1	1	0
"360083"	"FEDLMEIER GMBH"	"12.999.01.003"	1	1	0
"360132"	"P. SCHWANDNER"	"12.999.01.001"	1	0	1
"370002"	"SCANRO GMBH"	"12.999.01.001"	3	3	0
"370046"	"Elflein Spedition & Transport GmbH"	"12.999.01.001"	1	0	1
"370046"	"Elflein Spedition & Transport GmbH"	"12.999.01.003"	1	0	1
"370111"	"Richter GmbH & Co.KG"	"12.999.01.003"	0	0	0
"370175"	"Manfred Manig"	"12.999.01.001"	1	0	1
"390502"	"WINCANTON TRANS EUROPEAN (D) GmbH"	"12.999.01.003"	-4	0	-4
"390503"	"WIELAND-WERKE AG"	"12.999.01.001"	8	0	8
"390503"	"WIELAND-WERKE AG"	"12.999.01.003"	-59	0	-59
"390510"	"TMD FRICTION GMBH"	"12.999.01.001"	330	180	150
"390510"	"TMD FRICTION GMBH"	"12.999.01.003"	207	54	153
"390510"	"TMD FRICTION GMBH"	"12.999.01.008"	812	433	379
"390511"	"SONA BLW"	"12.999.01.001"	-3	0	-3
"390511"	"SONA BLW"	"12.999.01.003"	-1	0	-1
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.001"	49	60	-11
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.003"	17	0	17
"390513"	"THIEL & HOCHE GMBH & CO. KG"	"12.999.01.008"	53	0	53
"390514"	"THH DREHTEILE GMBH"	"12.999.01.001"	3	0	3
"390514"	"THH DREHTEILE GMBH"	"12.999.01.003"	-4	0	-4
"390516"	"ERICH SYDOW GMBH & CO. KG"	"12.999.01.003"	-1	0	-1
"390519"	"SKF GmbH"	"12.999.01.003"	204	15	189
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.001"	63	0	63
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.003"	-18	2	-20
"390525"	"SCHIEFFER GMBH & CO. KG"	"12.999.01.008"	82	0	82
"390526"	"SCHENKER"	"12.999.01.001"	-34	0	-34
"390528"	"ADOLF PUEHL GMBH & CO. KG"	"12.999.01.003"	-99	0	-99
"390530"	"PEINER UMFORMTECHNIK GMBH"	"12.999.01.003"	-161	0	-161
"390530"	"PEINER UMFORMTECHNIK GMBH"	"12.999.01.008"	1	0	1
"390531"	"ALEXANDER PAAL GMBH"	"12.999.01.003"	-116	0	-116
"390531"	"ALEXANDER PAAL GMBH"	"12.999.01.008"	102	0	102
"390533"	"NEUHAUS"	"12.999.01.001"	87	0	87
"390533"	"NEUHAUS"	"12.999.01.003"	-112	0	-112
"390533"	"NEUHAUS"	"12.999.01.008"	150	0	150
"390534"	"TNT Innight GmbH & Co.KG"	"12.999.01.001"	73	19	54
"390534"	"TNT Innight GmbH & Co.KG"	"12.999.01.003"	4	0	4
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.001"	1	0	1
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.003"	-192	50	-242
"390537"	"MOHR + FRIEDRICH GMBH"	"12.999.01.008"	151	0	151
"390538"	"GUSTAV MEYER GMBH & CO."	"12.999.01.003"	5	0	5
"390538"	"GUSTAV MEYER GMBH & CO."	"12.999.01.008"	32	0	32
"390539"	"MAYER-JUMBO"	"12.999.01.001"	2	0	2
"390542"	"LST - GMBH"	"12.999.01.001"	-8	0	-8
"390542"	"LST - GMBH"	"12.999.01.003"	1	0	1
"390543"	"LIPPISCHE EISENINDUSTRIE GMBH"	"12.999.01.003"	-530	10	-540
"390543"	"LIPPISCHE EISENINDUSTRIE GMBH"	"12.999.01.008"	190	100	90
"390546"	"GESENK- UND FREIFORMSCHMIEDE"	"12.999.01.001"	-14	0	-14
"390555"	"KAUSEMANN GMBH"	"12.999.01.001"	6	0	6
"390556"	"JOHNSON DREHTECHNIK GMBH"	"12.999.01.003"	21	0	21
"390556"	"JOHNSON DREHTECHNIK GMBH"	"12.999.01.008"	26	0	26
"390557"	"WALTER HUNDHAUSEN GMBH"	"12.999.01.001"	-42	0	-42
"390557"	"WALTER HUNDHAUSEN GMBH"	"12.999.01.003"	-1	0	-1
"390560"	"HEINRICHS GMBH"	"12.999.01.001"	48	0	48
"390560"	"HEINRICHS GMBH"	"12.999.01.003"	3	0	3
"390560"	"HEINRICHS GMBH"	"12.999.01.008"	16	0	16
"390563"	"GUEDE GMBH"	"12.999.01.003"	-7	0	-7
"390563"	"GUEDE GMBH"	"12.999.01.008"	-26	2	-28
"390564"	"Heinrich Glane GmbH"	"12.999.01.001"	-35	6	-41
"390564"	"Heinrich Glane GmbH"	"12.999.01.003"	-714	129	-843
"390567"	"FUCHS SCHRAUBENWERK"	"12.999.01.003"	-38	0	-38
"390567"	"FUCHS SCHRAUBENWERK"	"12.999.01.008"	93	0	93
"390568"	"FORMTEIL- UND SCHRAUBENWERK"	"12.999.01.003"	139	0	139
"390569"	"AUGUST FRIEDBERG GMBH"	"12.999.01.003"	-232	0	-232
"390569"	"AUGUST FRIEDBERG GMBH"	"12.999.01.008"	407	0	407
"390570"	"FREUDENBERG SIMRIT KG"	"12.999.01.001"	-10	0	-10
"390570"	"FREUDENBERG SIMRIT KG"	"12.999.01.003"	-141	0	-141
"390571"	"ANDREAS FRANKE"	"12.999.01.003"	1	0	1
"390572"	"Wälzlager GmbH"	"12.999.01.001"	1	0	1
"390572"	"Wälzlager GmbH"	"12.999.01.003"	274	295	-21
"390572"	"Wälzlager GmbH"	"12.999.01.008"	1	650	-649
"390574"	"SAF-Holland GmbH"	"12.999.01.001"	21	0	21
"390574"	"SAF-Holland GmbH"	"12.999.01.003"	-11	0	-11
"390574"	"SAF-Holland GmbH"	"12.999.01.008"	90	0	90
"390575"	"FELDMANN-MAB"	"12.999.01.003"	-17	0	-17
"390575"	"FELDMANN-MAB"	"12.999.01.008"	13	0	13
"390576"	"CFS FALKENROTH UMFORMTECHNIK"	"12.999.01.001"	14	0	14
"390577"	"ESAB GMBH"	"12.999.01.003"	-203	0	-203
"390580"	"RUDOLF ECKEL"	"12.999.01.001"	9	0	9
"390580"	"RUDOLF ECKEL"	"12.999.01.003"	9	0	9
"390581"	"JOSEPH DRESSELHAUS"	"12.999.01.003"	-226	20	-246
"390581"	"JOSEPH DRESSELHAUS"	"12.999.01.008"	249	200	49
"390583"	"Obermann Logistik GmbH"	"12.999.01.003"	0	0	0
"390587"	"Sped. Dachser GmbH & Co. KG"	"12.999.01.003"	-1	0	-1
"402773"	"NICOLAS"	"12.999.01.162"	0	0	0
"402773"	"NICOLAS"	"12.999.01.163"	0	0	0
"404089"	"Rejna"	"12.999.01.001"	1	0	1
"404404"	"TPV d.d."	"12.999.01.001"	88	0	88
"406692"	"SLR-GUSSWERK II"	"12.999.01.001"	1	0	1
"408204"	"LECITRAILER S.A."	"12.999.01.001"	0	0	0
"408237"	"FUNDICIONES DE VERA S.A."	"12.999.01.001"	1	4	-3
